,customer_id,address,postcode,state,country,property_valuation,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
11772,2106,60424 Bultman Terrace,2120,NSW,Australia,10,2017-12-25,False,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,35160.0,Ley,Ley,Male,91.0,1970-03-19,Project Manager,Financial Services,High Net Worth,No,Yes,13.0
11773,2106,60424 Bultman Terrace,2120,NSW,Australia,10,2017-11-12,True,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40336.0,Ley,Ley,Male,91.0,1970-03-19,Project Manager,Financial Services,High Net Worth,No,Yes,13.0
11774,2106,60424 Bultman Terrace,2120,NSW,Australia,10,2017-01-26,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,40618.0,Ley,Ley,Male,91.0,1970-03-19,Project Manager,Financial Services,High Net Worth,No,Yes,13.0
11775,2107,882 Merry Trail,4701,QLD,Australia,4,2017-10-27,False,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36367.0,Ferrillo,Ferrillo,Female,2.0,1992-07-10,Biostatistician IV,IT,Affluent Customer,No,Yes,4.0
11776,2107,882 Merry Trail,4701,QLD,Australia,4,2017-08-10,True,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,42560.0,Ferrillo,Ferrillo,Female,2.0,1992-07-10,Biostatistician IV,IT,Affluent Customer,No,Yes,4.0
11777,2108,47878 Pond Park,4133,QLD,Australia,3,2017-12-18,True,Approved,Solex,Standard,high,medium,748.17,448.9,34527.0,O'Halligan,O'Halligan,Female,41.0,1985-11-24,Software Test Engineer IV,Property,Mass Customer,No,Yes,18.0
11778,2108,47878 Pond Park,4133,QLD,Australia,3,2017-02-24,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,39298.0,O'Halligan,O'Halligan,Female,41.0,1985-11-24,Software Test Engineer IV,Property,Mass Customer,No,Yes,18.0
11779,2108,47878 Pond Park,4133,QLD,Australia,3,2017-01-23,False,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,35667.0,O'Halligan,O'Halligan,Female,41.0,1985-11-24,Software Test Engineer IV,Property,Mass Customer,No,Yes,18.0
11780,2109,7 Porter Parkway,2261,NSW,Australia,8,2017-12-28,True,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,36668.0,Vinson,Vinson,Female,14.0,1965-04-13,Account Representative II,Health,High Net Worth,No,Yes,18.0
11781,2109,7 Porter Parkway,2261,NSW,Australia,8,2017-08-31,True,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,35560.0,Vinson,Vinson,Female,14.0,1965-04-13,Account Representative II,Health,High Net Worth,No,Yes,18.0
11782,2109,7 Porter Parkway,2261,NSW,Australia,8,2017-07-26,False,Approved,Solex,Standard,medium,medium,1945.43,333.18,37873.0,Vinson,Vinson,Female,14.0,1965-04-13,Account Representative II,Health,High Net Worth,No,Yes,18.0
11783,2109,7 Porter Parkway,2261,NSW,Australia,8,2017-06-29,False,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,35707.0,Vinson,Vinson,Female,14.0,1965-04-13,Account Representative II,Health,High Net Worth,No,Yes,18.0
11784,2109,7 Porter Parkway,2261,NSW,Australia,8,2017-04-01,False,Approved,Solex,Standard,low,medium,945.04,507.58,35560.0,Vinson,Vinson,Female,14.0,1965-04-13,Account Representative II,Health,High Net Worth,No,Yes,18.0
11785,2109,7 Porter Parkway,2261,NSW,Australia,8,2017-02-21,False,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,38859.0,Vinson,Vinson,Female,14.0,1965-04-13,Account Representative II,Health,High Net Worth,No,Yes,18.0
11786,2109,7 Porter Parkway,2261,NSW,Australia,8,2017-02-17,True,Approved,WeareA2B,Standard,medium,small,175.89,131.92,41009.0,Vinson,Vinson,Female,14.0,1965-04-13,Account Representative II,Health,High Net Worth,No,Yes,18.0
11787,2109,7 Porter Parkway,2261,NSW,Australia,8,2017-01-31,True,Approved,Solex,Standard,medium,medium,100.35,75.26,41434.0,Vinson,Vinson,Female,14.0,1965-04-13,Account Representative II,Health,High Net Worth,No,Yes,18.0
11788,2110,984 Waubesa Pass,4034,QLD,Australia,6,2017-12-04,True,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,38991.0,Marris,Marris,Male,29.0,1973-07-31,Human Resources Assistant III,Manufacturing,High Net Worth,No,No,14.0
11789,2110,984 Waubesa Pass,4034,QLD,Australia,6,2017-08-27,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573.0,Marris,Marris,Male,29.0,1973-07-31,Human Resources Assistant III,Manufacturing,High Net Worth,No,No,14.0
11790,2110,984 Waubesa Pass,4034,QLD,Australia,6,2017-08-21,True,Cancelled,Solex,Standard,medium,large,1071.23,380.74,35160.0,Marris,Marris,Male,29.0,1973-07-31,Human Resources Assistant III,Manufacturing,High Net Worth,No,No,14.0
11791,2110,984 Waubesa Pass,4034,QLD,Australia,6,2017-06-28,False,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647.0,Marris,Marris,Male,29.0,1973-07-31,Human Resources Assistant III,Manufacturing,High Net Worth,No,No,14.0
11792,2110,984 Waubesa Pass,4034,QLD,Australia,6,2017-04-13,False,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573.0,Marris,Marris,Male,29.0,1973-07-31,Human Resources Assistant III,Manufacturing,High Net Worth,No,No,14.0
11793,2110,984 Waubesa Pass,4034,QLD,Australia,6,2017-04-06,True,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364.0,Marris,Marris,Male,29.0,1973-07-31,Human Resources Assistant III,Manufacturing,High Net Worth,No,No,14.0
11794,2110,984 Waubesa Pass,4034,QLD,Australia,6,2017-01-07,True,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38693.0,Marris,Marris,Male,29.0,1973-07-31,Human Resources Assistant III,Manufacturing,High Net Worth,No,No,14.0
11795,2111,91933 Artisan Avenue,2753,NSW,Australia,9,2017-12-24,True,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,42696.0,Vokes,Vokes,Male,98.0,1973-12-28,Speech Pathologist,Property,Affluent Customer,No,Yes,12.0
11796,2111,91933 Artisan Avenue,2753,NSW,Australia,9,2017-10-31,True,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,37539.0,Vokes,Vokes,Male,98.0,1973-12-28,Speech Pathologist,Property,Affluent Customer,No,Yes,12.0
11797,2111,91933 Artisan Avenue,2753,NSW,Australia,9,2017-10-20,False,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,33364.0,Vokes,Vokes,Male,98.0,1973-12-28,Speech Pathologist,Property,Affluent Customer,No,Yes,12.0
11798,2111,91933 Artisan Avenue,2753,NSW,Australia,9,2017-09-19,True,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,37823.0,Vokes,Vokes,Male,98.0,1973-12-28,Speech Pathologist,Property,Affluent Customer,No,Yes,12.0
11799,2111,91933 Artisan Avenue,2753,NSW,Australia,9,2017-09-13,False,Approved,Solex,Standard,medium,medium,1151.96,649.49,40672.0,Vokes,Vokes,Male,98.0,1973-12-28,Speech Pathologist,Property,Affluent Customer,No,Yes,12.0
11800,2111,91933 Artisan Avenue,2753,NSW,Australia,9,2017-07-17,True,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,33552.0,Vokes,Vokes,Male,98.0,1973-12-28,Speech Pathologist,Property,Affluent Customer,No,Yes,12.0
11801,2111,91933 Artisan Avenue,2753,NSW,Australia,9,2017-04-09,True,Approved,Solex,Standard,medium,large,1061.56,733.58,34143.0,Vokes,Vokes,Male,98.0,1973-12-28,Speech Pathologist,Property,Affluent Customer,No,Yes,12.0
11802,2111,91933 Artisan Avenue,2753,NSW,Australia,9,2017-02-11,False,Approved,Solex,Standard,high,medium,748.17,448.9,39031.0,Vokes,Vokes,Male,98.0,1973-12-28,Speech Pathologist,Property,Affluent Customer,No,Yes,12.0
11803,2111,91933 Artisan Avenue,2753,NSW,Australia,9,2017-02-10,True,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,40336.0,Vokes,Vokes,Male,98.0,1973-12-28,Speech Pathologist,Property,Affluent Customer,No,Yes,12.0
11804,2112,624 Atwood Circle,2164,NSW,Australia,8,2017-12-28,False,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0,Glaum,Glaum,Female,64.0,1993-05-17,Accounting Assistant I,Financial Services,Mass Customer,No,Yes,6.0
11805,2112,624 Atwood Circle,2164,NSW,Australia,8,2017-11-08,True,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,36367.0,Glaum,Glaum,Female,64.0,1993-05-17,Accounting Assistant I,Financial Services,Mass Customer,No,Yes,6.0
11806,2112,624 Atwood Circle,2164,NSW,Australia,8,2017-09-22,False,Approved,Solex,Standard,high,medium,1024.66,614.8,34165.0,Glaum,Glaum,Female,64.0,1993-05-17,Accounting Assistant I,Financial Services,Mass Customer,No,Yes,6.0
11807,2112,624 Atwood Circle,2164,NSW,Australia,8,2017-03-09,False,Approved,Solex,Standard,medium,medium,1577.53,826.51,36498.0,Glaum,Glaum,Female,64.0,1993-05-17,Accounting Assistant I,Financial Services,Mass Customer,No,Yes,6.0
11808,2113,15 Mcguire Junction,4128,QLD,Australia,6,2017-11-27,True,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499.0,Bushell,Bushell,Female,91.0,1972-01-06,Internal Auditor,Manufacturing,Affluent Customer,No,No,17.0
11809,2113,15 Mcguire Junction,4128,QLD,Australia,6,2017-06-29,False,Approved,Solex,Standard,medium,medium,1151.96,649.49,36498.0,Bushell,Bushell,Female,91.0,1972-01-06,Internal Auditor,Manufacturing,Affluent Customer,No,No,17.0
11810,2113,15 Mcguire Junction,4128,QLD,Australia,6,2017-04-05,False,Approved,Solex,Standard,low,medium,945.04,507.58,35052.0,Bushell,Bushell,Female,91.0,1972-01-06,Internal Auditor,Manufacturing,Affluent Customer,No,No,17.0
11811,2113,15 Mcguire Junction,4128,QLD,Australia,6,2017-03-25,False,Approved,Solex,Standard,low,medium,945.04,507.58,35052.0,Bushell,Bushell,Female,91.0,1972-01-06,Internal Auditor,Manufacturing,Affluent Customer,No,No,17.0
11812,2114,21 South Avenue,2076,NSW,Australia,11,2017-12-16,True,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38693.0,Caveill,Caveill,Male,78.0,1954-11-29,Safety Technician III,Argiculture,High Net Worth,No,No,19.0
11813,2114,21 South Avenue,2076,NSW,Australia,11,2017-09-20,False,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216.0,Caveill,Caveill,Male,78.0,1954-11-29,Safety Technician III,Argiculture,High Net Worth,No,No,19.0
11814,2114,21 South Avenue,2076,NSW,Australia,11,2017-07-11,False,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38693.0,Caveill,Caveill,Male,78.0,1954-11-29,Safety Technician III,Argiculture,High Net Worth,No,No,19.0
11815,2114,21 South Avenue,2076,NSW,Australia,11,2017-07-08,True,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38339.0,Caveill,Caveill,Male,78.0,1954-11-29,Safety Technician III,Argiculture,High Net Worth,No,No,19.0
11816,2114,21 South Avenue,2076,NSW,Australia,11,2017-04-02,True,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40779.0,Caveill,Caveill,Male,78.0,1954-11-29,Safety Technician III,Argiculture,High Net Worth,No,No,19.0
11817,2114,21 South Avenue,2076,NSW,Australia,11,2017-03-09,False,Approved,Solex,Standard,low,medium,1289.85,74.51,39427.0,Caveill,Caveill,Male,78.0,1954-11-29,Safety Technician III,Argiculture,High Net Worth,No,No,19.0
11818,2115,4 Macpherson Street,3143,VIC,Australia,4,2017-11-13,False,Approved,Solex,Standard,medium,medium,441.49,84.99,38991.0,Pflieger,Pflieger,Male,17.0,1975-08-31,Food Chemist,Health,Mass Customer,No,Yes,17.0
11819,2115,4 Macpherson Street,3143,VIC,Australia,4,2017-08-14,True,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41064.0,Pflieger,Pflieger,Male,17.0,1975-08-31,Food Chemist,Health,Mass Customer,No,Yes,17.0
11820,2116,5965 Glacier Hill Terrace,3025,VIC,Australia,9,2017-09-16,True,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,41533.0,Ecob,Ecob,Male,81.0,1979-01-20,Research Associate,Financial Services,Affluent Customer,No,Yes,9.0
11821,2116,5965 Glacier Hill Terrace,3025,VIC,Australia,9,2017-07-19,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,40784.0,Ecob,Ecob,Male,81.0,1979-01-20,Research Associate,Financial Services,Affluent Customer,No,Yes,9.0
11822,2116,5965 Glacier Hill Terrace,3025,VIC,Australia,9,2017-07-08,False,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,33455.0,Ecob,Ecob,Male,81.0,1979-01-20,Research Associate,Financial Services,Affluent Customer,No,Yes,9.0
11823,2116,5965 Glacier Hill Terrace,3025,VIC,Australia,9,2017-02-02,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,36367.0,Ecob,Ecob,Male,81.0,1979-01-20,Research Associate,Financial Services,Affluent Customer,No,Yes,9.0
11824,2117,556 Esch Street,2090,NSW,Australia,12,2017-12-06,True,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38002.0,Christall,Christall,Male,76.0,1995-06-14,Computer Systems Analyst I,Health,Affluent Customer,No,No,3.0
11825,2117,556 Esch Street,2090,NSW,Australia,12,2017-06-09,False,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482.0,Christall,Christall,Male,76.0,1995-06-14,Computer Systems Analyst I,Health,Affluent Customer,No,No,3.0
11826,2117,556 Esch Street,2090,NSW,Australia,12,2017-05-06,True,Approved,Solex,Standard,medium,medium,441.49,84.99,34071.0,Christall,Christall,Male,76.0,1995-06-14,Computer Systems Analyst I,Health,Affluent Customer,No,No,3.0
11827,2117,556 Esch Street,2090,NSW,Australia,12,2017-02-28,False,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915.0,Christall,Christall,Male,76.0,1995-06-14,Computer Systems Analyst I,Health,Affluent Customer,No,No,3.0
11828,2117,556 Esch Street,2090,NSW,Australia,12,2017-01-20,True,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,41047.0,Christall,Christall,Male,76.0,1995-06-14,Computer Systems Analyst I,Health,Affluent Customer,No,No,3.0
11835,2119,2 Dawn Avenue,4118,QLD,Australia,5,2017-10-24,True,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915.0,Bellon,Bellon,Female,51.0,1985-03-01,Senior Cost Accountant,Financial Services,Mass Customer,No,No,17.0
11836,2119,2 Dawn Avenue,4118,QLD,Australia,5,2017-05-23,True,Approved,Solex,Standard,high,large,1842.92,1105.75,34996.0,Bellon,Bellon,Female,51.0,1985-03-01,Senior Cost Accountant,Financial Services,Mass Customer,No,No,17.0
11837,2119,2 Dawn Avenue,4118,QLD,Australia,5,2017-01-10,True,Approved,Solex,Standard,medium,large,1061.56,733.58,34170.0,Bellon,Bellon,Female,51.0,1985-03-01,Senior Cost Accountant,Financial Services,Mass Customer,No,No,17.0
11838,2119,2 Dawn Avenue,4118,QLD,Australia,5,2017-01-09,False,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,37220.0,Bellon,Bellon,Female,51.0,1985-03-01,Senior Cost Accountant,Financial Services,Mass Customer,No,No,17.0
11839,2120,35 Harbort Way,2446,NSW,Australia,8,2017-12-28,True,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33455.0,Attoe,Attoe,Male,80.0,1997-01-03,Web Designer III,Manufacturing,Mass Customer,No,No,1.0
11840,2120,35 Harbort Way,2446,NSW,Australia,8,2017-11-12,True,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823.0,Attoe,Attoe,Male,80.0,1997-01-03,Web Designer III,Manufacturing,Mass Customer,No,No,1.0
11841,2120,35 Harbort Way,2446,NSW,Australia,8,2017-04-29,False,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37626.0,Attoe,Attoe,Male,80.0,1997-01-03,Web Designer III,Manufacturing,Mass Customer,No,No,1.0
11842,2120,35 Harbort Way,2446,NSW,Australia,8,2017-04-10,True,Approved,Solex,Road,medium,small,1703.52,1516.13,40649.0,Attoe,Attoe,Male,80.0,1997-01-03,Web Designer III,Manufacturing,Mass Customer,No,No,1.0
11843,2120,35 Harbort Way,2446,NSW,Australia,8,2017-03-16,False,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573.0,Attoe,Attoe,Male,80.0,1997-01-03,Web Designer III,Manufacturing,Mass Customer,No,No,1.0
11844,2120,35 Harbort Way,2446,NSW,Australia,8,2017-02-15,False,Approved,Solex,Standard,medium,medium,575.27,431.45,41345.0,Attoe,Attoe,Male,80.0,1997-01-03,Web Designer III,Manufacturing,Mass Customer,No,No,1.0
11845,2120,35 Harbort Way,2446,NSW,Australia,8,2017-01-25,False,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410.0,Attoe,Attoe,Male,80.0,1997-01-03,Web Designer III,Manufacturing,Mass Customer,No,No,1.0
11846,2120,35 Harbort Way,2446,NSW,Australia,8,2017-01-23,True,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750.0,Attoe,Attoe,Male,80.0,1997-01-03,Web Designer III,Manufacturing,Mass Customer,No,No,1.0
11847,2121,464 Bonner Place,3012,VIC,Australia,8,2017-10-02,False,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,42458.0,Jaqueminet,Jaqueminet,Female,35.0,1989-02-15,Nurse,Financial Services,Mass Customer,No,Yes,22.0
11848,2121,464 Bonner Place,3012,VIC,Australia,8,2017-07-23,True,Approved,Solex,Touring,medium,large,2083.94,675.03,36145.0,Jaqueminet,Jaqueminet,Female,35.0,1989-02-15,Nurse,Financial Services,Mass Customer,No,Yes,22.0
11849,2121,464 Bonner Place,3012,VIC,Australia,8,2017-05-07,True,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,36145.0,Jaqueminet,Jaqueminet,Female,35.0,1989-02-15,Nurse,Financial Services,Mass Customer,No,Yes,22.0
11850,2121,464 Bonner Place,3012,VIC,Australia,8,2017-05-04,True,Approved,WeareA2B,Standard,low,medium,642.31,513.85,40553.0,Jaqueminet,Jaqueminet,Female,35.0,1989-02-15,Nurse,Financial Services,Mass Customer,No,Yes,22.0
11851,2121,464 Bonner Place,3012,VIC,Australia,8,2017-05-01,True,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,35667.0,Jaqueminet,Jaqueminet,Female,35.0,1989-02-15,Nurse,Financial Services,Mass Customer,No,Yes,22.0
11852,2121,464 Bonner Place,3012,VIC,Australia,8,2017-04-09,False,Approved,Solex,Road,medium,small,1703.52,1516.13,34586.0,Jaqueminet,Jaqueminet,Female,35.0,1989-02-15,Nurse,Financial Services,Mass Customer,No,Yes,22.0
11853,2121,464 Bonner Place,3012,VIC,Australia,8,2017-02-22,False,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,38859.0,Jaqueminet,Jaqueminet,Female,35.0,1989-02-15,Nurse,Financial Services,Mass Customer,No,Yes,22.0
11854,2121,464 Bonner Place,3012,VIC,Australia,8,2017-02-10,True,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,41922.0,Jaqueminet,Jaqueminet,Female,35.0,1989-02-15,Nurse,Financial Services,Mass Customer,No,Yes,22.0
11855,2121,464 Bonner Place,3012,VIC,Australia,8,2017-01-09,True,Approved,Solex,Standard,medium,medium,71.49,53.62,41167.0,Jaqueminet,Jaqueminet,Female,35.0,1989-02-15,Nurse,Financial Services,Mass Customer,No,Yes,22.0
11856,2122,0899 Judy Pass,3072,VIC,Australia,10,2017-12-22,False,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,36146.0,Nawton,Nawton,Male,85.0,1973-01-27,Registered Nurse,Health,High Net Worth,No,Yes,11.0
11857,2122,0899 Judy Pass,3072,VIC,Australia,10,2017-12-07,False,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38002.0,Nawton,Nawton,Male,85.0,1973-01-27,Registered Nurse,Health,High Net Worth,No,Yes,11.0
11858,2122,0899 Judy Pass,3072,VIC,Australia,10,2017-10-22,True,Cancelled,Norco Bicycles,Standard,high,medium,1148.64,689.18,41533.0,Nawton,Nawton,Male,85.0,1973-01-27,Registered Nurse,Health,High Net Worth,No,Yes,11.0
11859,2123,43 Sunbrook Terrace,4160,QLD,Australia,10,2017-06-18,False,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915.0,Negal,Negal,Female,36.0,1993-03-19,Software Engineer II,Manufacturing,Affluent Customer,No,No,2.0
11860,2123,43 Sunbrook Terrace,4160,QLD,Australia,10,2017-06-08,False,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888.0,Negal,Negal,Female,36.0,1993-03-19,Software Engineer II,Manufacturing,Affluent Customer,No,No,2.0
11861,2123,43 Sunbrook Terrace,4160,QLD,Australia,10,2017-05-22,False,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573.0,Negal,Negal,Female,36.0,1993-03-19,Software Engineer II,Manufacturing,Affluent Customer,No,No,2.0
11862,2123,43 Sunbrook Terrace,4160,QLD,Australia,10,2017-05-13,False,Approved,Solex,Road,medium,medium,416.98,312.74,35560.0,Negal,Negal,Female,36.0,1993-03-19,Software Engineer II,Manufacturing,Affluent Customer,No,No,2.0
11863,2123,43 Sunbrook Terrace,4160,QLD,Australia,10,2017-04-25,True,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,39526.0,Negal,Negal,Female,36.0,1993-03-19,Software Engineer II,Manufacturing,Affluent Customer,No,No,2.0
11864,2123,43 Sunbrook Terrace,4160,QLD,Australia,10,2017-01-18,True,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206.0,Negal,Negal,Female,36.0,1993-03-19,Software Engineer II,Manufacturing,Affluent Customer,No,No,2.0
11871,2125,85 Cody Hill,2770,NSW,Australia,8,2017-12-17,True,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,42172.0,Linstead,Linstead,Female,9.0,1975-01-27,VP Quality Control,Financial Services,High Net Worth,No,No,18.0
11872,2125,85 Cody Hill,2770,NSW,Australia,8,2017-11-13,False,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668.0,Linstead,Linstead,Female,9.0,1975-01-27,VP Quality Control,Financial Services,High Net Worth,No,No,18.0
11873,2125,85 Cody Hill,2770,NSW,Australia,8,2017-07-29,False,Approved,WeareA2B,Standard,low,medium,642.31,513.85,41922.0,Linstead,Linstead,Female,9.0,1975-01-27,VP Quality Control,Financial Services,High Net Worth,No,No,18.0
11874,2125,85 Cody Hill,2770,NSW,Australia,8,2017-07-17,False,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216.0,Linstead,Linstead,Female,9.0,1975-01-27,VP Quality Control,Financial Services,High Net Worth,No,No,18.0
11875,2125,85 Cody Hill,2770,NSW,Australia,8,2017-05-03,False,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888.0,Linstead,Linstead,Female,9.0,1975-01-27,VP Quality Control,Financial Services,High Net Worth,No,No,18.0
11876,2125,85 Cody Hill,2770,NSW,Australia,8,2017-01-28,True,Approved,Norco Bicycles,Road,high,large,774.53,464.72,37698.0,Linstead,Linstead,Female,9.0,1975-01-27,VP Quality Control,Financial Services,High Net Worth,No,No,18.0
11877,2126,8209 Tony Plaza,2810,NSW,Australia,1,2017-12-05,True,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,37698.0,Getcliff,Getcliff,Male,65.0,1958-03-29,Product Engineer,Health,Mass Customer,No,Yes,17.0
11878,2126,8209 Tony Plaza,2810,NSW,Australia,1,2017-03-22,False,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,35667.0,Getcliff,Getcliff,Male,65.0,1958-03-29,Product Engineer,Health,Mass Customer,No,Yes,17.0
11879,2126,8209 Tony Plaza,2810,NSW,Australia,1,2017-02-14,False,Approved,Norco Bicycles,Road,high,large,774.53,464.72,38750.0,Getcliff,Getcliff,Male,65.0,1958-03-29,Product Engineer,Health,Mass Customer,No,Yes,17.0
11880,2126,8209 Tony Plaza,2810,NSW,Australia,1,2017-02-02,False,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,42218.0,Getcliff,Getcliff,Male,65.0,1958-03-29,Product Engineer,Health,Mass Customer,No,Yes,17.0
11881,2127,65675 Spenser Way,3207,VIC,Australia,12,2017-11-28,False,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,38991.0,Baudet,Baudet,Female,66.0,1974-02-15,Web Designer I,Manufacturing,Mass Customer,No,No,7.0
11882,2127,65675 Spenser Way,3207,VIC,Australia,12,2017-11-14,False,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37659.0,Baudet,Baudet,Female,66.0,1974-02-15,Web Designer I,Manufacturing,Mass Customer,No,No,7.0
11883,2127,65675 Spenser Way,3207,VIC,Australia,12,2017-09-23,False,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146.0,Baudet,Baudet,Female,66.0,1974-02-15,Web Designer I,Manufacturing,Mass Customer,No,No,7.0
11884,2127,65675 Spenser Way,3207,VIC,Australia,12,2017-07-22,False,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37626.0,Baudet,Baudet,Female,66.0,1974-02-15,Web Designer I,Manufacturing,Mass Customer,No,No,7.0
11885,2127,65675 Spenser Way,3207,VIC,Australia,12,2017-02-21,True,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487.0,Baudet,Baudet,Female,66.0,1974-02-15,Web Designer I,Manufacturing,Mass Customer,No,No,7.0
11886,2128,042 Saint Paul Parkway,2769,NSW,Australia,10,2017-12-17,False,Approved,Solex,Road,medium,small,1703.52,1516.13,42560.0,Cockram,Cockram,Male,31.0,1976-09-25,Data Coordiator,Property,Affluent Customer,No,Yes,16.0
11887,2128,042 Saint Paul Parkway,2769,NSW,Australia,10,2017-01-21,True,Approved,Solex,Touring,medium,large,2083.94,675.03,34079.0,Cockram,Cockram,Male,31.0,1976-09-25,Data Coordiator,Property,Affluent Customer,No,Yes,16.0
11888,2129,3516 Kensington Lane,2164,NSW,Australia,9,2017-08-03,True,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,36668.0,Waszkiewicz,Waszkiewicz,Male,26.0,1980-10-07,Electrical Engineer,Manufacturing,High Net Worth,No,No,3.0
11889,2129,3516 Kensington Lane,2164,NSW,Australia,9,2017-05-08,False,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707.0,Waszkiewicz,Waszkiewicz,Male,26.0,1980-10-07,Electrical Engineer,Manufacturing,High Net Worth,No,No,3.0
11890,2130,26064 Morningstar Junction,2480,NSW,Australia,2,2017-12-29,True,Approved,Solex,Touring,medium,large,2083.94,675.03,42218.0,Coxhell,Coxhell,Female,95.0,1990-01-01,Structural Engineer,Property,High Net Worth,No,Yes,16.0
11891,2130,26064 Morningstar Junction,2480,NSW,Australia,2,2017-12-19,False,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,34527.0,Coxhell,Coxhell,Female,95.0,1990-01-01,Structural Engineer,Property,High Net Worth,No,Yes,16.0
11892,2130,26064 Morningstar Junction,2480,NSW,Australia,2,2017-10-01,True,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36145.0,Coxhell,Coxhell,Female,95.0,1990-01-01,Structural Engineer,Property,High Net Worth,No,Yes,16.0
